Database of Origin,Western Washington University
Sample Description,Magnesium sulfates Grain Size Series
Date Added,2017-11-11 07:25:23.939554

Data ID,WWU_Sulf_148        
Sample ID,Mg_GS_05
Mineral Name,Epsomite
Locality,Synthetic
Grain Size,125-250um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic magnesium sulfate

Wavelength
351.0,0.735762596
352.0,0.740451097
353.0,0.740199327
354.0,0.732565284
355.0,0.730012536
356.0,0.728842139
357.0,0.726671398
358.0,0.723288
359.0,0.724806309
360.0,0.725714207
361.0,0.723813415
362.0,0.719659984
363.0,0.719734907
364.0,0.720271289
365.0,0.71934396
366.0,0.719442546
367.0,0.720213413
368.0,0.720788836
369.0,0.720621705
370.0,0.721193075
371.0,0.721180439
372.0,0.720892787
373.0,0.721824586
374.0,0.72325331
375.0,0.724183381
376.0,0.724313796
377.0,0.724619269
378.0,0.726514637
379.0,0.728293598
380.0,0.728211045
381.0,0.73107636
382.0,0.732904971
383.0,0.733157575
384.0,0.735174596
385.0,0.738026738
386.0,0.740258992
387.0,0.741338074
388.0,0.743429899
389.0,0.746703506
390.0,0.749879897
391.0,0.751314998
392.0,0.752444625
393.0,0.754411936
394.0,0.756878376
395.0,0.757623851
396.0,0.759460926
397.0,0.761368215
398.0,0.762287915
399.0,0.76454556
400.0,0.766845822
401.0,0.76830101
402.0,0.768616557
403.0,0.770088077
404.0,0.771798193
405.0,0.772928953
406.0,0.773624897
407.0,0.774802506
408.0,0.776202857
409.0,0.777264893
410.0,0.778207958
411.0,0.779040933
412.0,0.779659986
413.0,0.779889703
414.0,0.780074537
415.0,0.780521333
416.0,0.781335711
417.0,0.782229245
418.0,0.782944262
419.0,0.783591032
420.0,0.784387827
421.0,0.784841418
422.0,0.784878612
423.0,0.784908712
424.0,0.785990596
425.0,0.786499739
426.0,0.786775589
427.0,0.78743422
428.0,0.787859082
429.0,0.788289666
430.0,0.788870454
431.0,0.789617419
432.0,0.789984763
433.0,0.790362179
434.0,0.790976644
435.0,0.79133451
436.0,0.791602969
437.0,0.791888595
438.0,0.792248964
439.0,0.792519629
440.0,0.792904913
441.0,0.793428838
442.0,0.793854535
443.0,0.793997288
444.0,0.794139147
445.0,0.79454416
446.0,0.794919729
447.0,0.795240402
448.0,0.795611441
449.0,0.796195269
450.0,0.79653275
451.0,0.796712041
452.0,0.796889067
453.0,0.797181427
454.0,0.797309577
455.0,0.797311544
456.0,0.797374666
457.0,0.797676086
458.0,0.797980428
459.0,0.798244774
460.0,0.798718631
461.0,0.798940599
462.0,0.799014688
463.0,0.79913497
464.0,0.799207449
465.0,0.799432218
466.0,0.799672186
467.0,0.799583614
468.0,0.79959631
469.0,0.799774706
470.0,0.800030887
471.0,0.800052404
472.0,0.800305843
473.0,0.800584435
474.0,0.800525308
475.0,0.800638676
476.0,0.800844312
477.0,0.801039815
478.0,0.801157951
479.0,0.800995231
480.0,0.800867558
481.0,0.801071286
482.0,0.801364243
483.0,0.801487148
484.0,0.801472127
485.0,0.801559329
486.0,0.801679075
487.0,0.801725566
488.0,0.801669598
489.0,0.801641762
490.0,0.801777005
491.0,0.801955998
492.0,0.801994205
493.0,0.802091658
494.0,0.80213809
495.0,0.802170575
496.0,0.802442074
497.0,0.80247736
498.0,0.802429318
499.0,0.802532136
500.0,0.802676976
501.0,0.802815735
502.0,0.802910566
503.0,0.802937567
504.0,0.802906632
505.0,0.802994132
506.0,0.803199649
507.0,0.803059697
508.0,0.80301553
509.0,0.803114712
510.0,0.803231716
511.0,0.803266227
512.0,0.803325474
513.0,0.803435028
514.0,0.803493261
515.0,0.803446829
516.0,0.803450584
517.0,0.803609014
518.0,0.803616941
519.0,0.803633392
520.0,0.803696156
521.0,0.803744912
522.0,0.803840399
523.0,0.804037452
524.0,0.804281116
525.0,0.804251552
526.0,0.804302692
527.0,0.804381788
528.0,0.804311574
529.0,0.804397047
530.0,0.804491699
531.0,0.804489851
532.0,0.804387569
533.0,0.804561496
534.0,0.804766655
535.0,0.804719448
536.0,0.804750741
537.0,0.804779291
538.0,0.804807186
539.0,0.80490464
540.0,0.804899693
541.0,0.804922163
542.0,0.805043578
543.0,0.805060685
544.0,0.805048466
545.0,0.805069983
546.0,0.805161119
547.0,0.805164814
548.0,0.805177033
549.0,0.805234015
550.0,0.805248022
551.0,0.805238008
552.0,0.805231869
553.0,0.805255115
554.0,0.805306256
555.0,0.805348337
556.0,0.805387259
557.0,0.805465639
558.0,0.805531025
559.0,0.805623591
560.0,0.805760562
561.0,0.805865407
562.0,0.805856586
563.0,0.805803359
564.0,0.805836618
565.0,0.805834115
566.0,0.805837274
567.0,0.805885375
568.0,0.805988908
569.0,0.806118071
570.0,0.806207359
571.0,0.806192815
572.0,0.806059062
573.0,0.805939615
574.0,0.805902064
575.0,0.805941939
576.0,0.806065917
577.0,0.806225657
578.0,0.806368589
579.0,0.806479394
580.0,0.80642277
581.0,0.806241751
582.0,0.806084275
583.0,0.80600965
584.0,0.806046486
585.0,0.806176722
586.0,0.806330621
587.0,0.80633378
588.0,0.806280434
589.0,0.80632174
590.0,0.806391478
591.0,0.806445003
592.0,0.806457758
593.0,0.806423604
594.0,0.806279182
595.0,0.806124806
596.0,0.806025267
597.0,0.805858135
598.0,0.805753052
599.0,0.805737019
600.0,0.805781841
601.0,0.805896401
602.0,0.806010008
603.0,0.806076407
604.0,0.806096733
605.0,0.806072831
606.0,0.805988312
607.0,0.80584842
608.0,0.805766642
609.0,0.805695832
610.0,0.80563122
611.0,0.805606902
612.0,0.805572212
613.0,0.805532336
614.0,0.805494428
615.0,0.805439651
616.0,0.805403829
617.0,0.80537492
618.0,0.805322707
619.0,0.805262983
620.0,0.805228651
