Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:15:59.191750

Data ID,WWU_Sulf_23         
Sample ID,Ca_Sulf_23
Mineral Name,80% Bassanite-20% Gypsum
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic calcium sulfate

Wavelength
351.0,0.633791029
352.0,0.630568802
353.0,0.629000247
354.0,0.628412247
355.0,0.622955561
356.0,0.622768402
357.0,0.622935772
358.0,0.619534433
359.0,0.621931911
360.0,0.623061121
361.0,0.622284174
362.0,0.622513115
363.0,0.623628199
364.0,0.62425679
365.0,0.623824954
366.0,0.622909725
367.0,0.624476731
368.0,0.625947416
369.0,0.624696076
370.0,0.624491572
371.0,0.624720573
372.0,0.624660373
373.0,0.623818576
374.0,0.624853551
375.0,0.626466334
376.0,0.627153814
377.0,0.625899732
378.0,0.627270043
379.0,0.629736781
380.0,0.6301893
381.0,0.63038367
382.0,0.630184352
383.0,0.630201399
384.0,0.631756008
385.0,0.631890476
386.0,0.632143557
387.0,0.633487523
388.0,0.63279897
389.0,0.632806122
390.0,0.633782208
391.0,0.63479507
392.0,0.635467947
393.0,0.636452675
394.0,0.637334764
395.0,0.636137724
396.0,0.636038184
397.0,0.636833429
398.0,0.637660682
399.0,0.638709366
400.0,0.639803171
401.0,0.640875578
402.0,0.641871631
403.0,0.64167434
404.0,0.641871095
405.0,0.643051863
406.0,0.643318832
407.0,0.643969536
408.0,0.644917786
409.0,0.645621896
410.0,0.645601034
411.0,0.64577353
412.0,0.646361828
413.0,0.646863341
414.0,0.64712131
415.0,0.647342563
416.0,0.647829294
417.0,0.649048746
418.0,0.649589717
419.0,0.649719298
420.0,0.650383472
421.0,0.650645077
422.0,0.651158929
423.0,0.652117074
424.0,0.652861536
425.0,0.653537035
426.0,0.654161215
427.0,0.654672444
428.0,0.654687881
429.0,0.655138373
430.0,0.656096995
431.0,0.656926572
432.0,0.657319903
433.0,0.657658279
434.0,0.658165455
435.0,0.658399582
436.0,0.658753097
437.0,0.659323573
438.0,0.66002959
439.0,0.660545588
440.0,0.660910249
441.0,0.661309898
442.0,0.66207844
443.0,0.662657142
444.0,0.663055837
445.0,0.663424373
446.0,0.663786054
447.0,0.664304495
448.0,0.66483134
449.0,0.665026784
450.0,0.665314436
451.0,0.665926814
452.0,0.666743577
453.0,0.666906595
454.0,0.667263925
455.0,0.667802274
456.0,0.668184102
457.0,0.66845274
458.0,0.668692052
459.0,0.668996215
460.0,0.66946578
461.0,0.66976887
462.0,0.670098841
463.0,0.670624554
464.0,0.670894504
465.0,0.671151757
466.0,0.671497166
467.0,0.67190367
468.0,0.672212899
469.0,0.672559202
470.0,0.673022151
471.0,0.673475921
472.0,0.67383194
473.0,0.674093366
474.0,0.674327254
475.0,0.674669147
476.0,0.675004363
477.0,0.675285399
478.0,0.67557174
479.0,0.675998807
480.0,0.676404119
481.0,0.676664591
482.0,0.677118123
483.0,0.677413046
484.0,0.6775828
485.0,0.677936137
486.0,0.678381622
487.0,0.678817868
488.0,0.679179549
489.0,0.679483354
490.0,0.67976886
491.0,0.68006897
492.0,0.68040365
493.0,0.680741549
494.0,0.681068122
495.0,0.681405425
496.0,0.681821108
497.0,0.682093203
498.0,0.682281196
499.0,0.682536125
500.0,0.683048248
501.0,0.683591902
502.0,0.68395102
503.0,0.683980346
504.0,0.684267163
505.0,0.684636414
506.0,0.684917212
507.0,0.685231864
508.0,0.685576141
509.0,0.685974956
510.0,0.686424792
511.0,0.686676681
512.0,0.686963618
513.0,0.687364817
514.0,0.687709928
515.0,0.688010097
516.0,0.688328326
517.0,0.68870306
518.0,0.689006805
519.0,0.689357519
520.0,0.689743698
521.0,0.69005549
522.0,0.690348864
523.0,0.69063586
524.0,0.690937281
525.0,0.691318572
526.0,0.69167006
527.0,0.691962183
528.0,0.692211688
529.0,0.692470431
530.0,0.692764521
531.0,0.693089008
532.0,0.693404198
533.0,0.69367069
534.0,0.693974018
535.0,0.694357038
536.0,0.69453609
537.0,0.694727123
538.0,0.695001602
539.0,0.695297778
540.0,0.695642948
541.0,0.695977807
542.0,0.696262836
543.0,0.696535587
544.0,0.696814179
545.0,0.697078764
546.0,0.697306275
547.0,0.697601795
548.0,0.697933018
549.0,0.698236644
550.0,0.698416829
551.0,0.698715746
552.0,0.699076295
553.0,0.699368
554.0,0.699569762
555.0,0.699794292
556.0,0.700066864
557.0,0.700329363
558.0,0.700581491
559.0,0.700847089
560.0,0.701137304
561.0,0.701417387
562.0,0.701665699
563.0,0.70192349
564.0,0.702241659
565.0,0.702444971
566.0,0.702609658
567.0,0.702828705
568.0,0.703176677
569.0,0.703604162
570.0,0.703977227
571.0,0.704186201
572.0,0.704363525
