Database of Origin,Western Washington University
Sample Description,"Magnesium sulfates dust contaminated mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 19:02:15.417504

Data ID,WWU_Sulf_171        
Sample ID,Ca_Dust_MCZ_03
Mineral Name,40% Gypsum-60% Kiserite + 5% Mars JSC-1A MCZ
Locality,Synthetic
Grain Size,500-1000um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic calcium sulfate

Wavelength
495.0,0.569551
527.0,0.580896
554.0,0.589336
600.0,0.607255
640.0,0.619307
676.0,0.632749
751.0,0.663393
805.0,0.675615
867.0,0.684353
908.0,0.689404
937.0,0.69233
975.0,0.696107
1012.0,0.700448
